Kuhsān	Kuhsan	34.65389	61.19778	AF	12087
Lāsh	Lash	35.3782	64.77457	AF	0
Tukzār	Tukzar	35.94831	66.42132	AF	12021
Bati		34.24348	70.72855	AF	0
Mīray	Miray	33.32462	68.44068	AF	0
Āq Kupruk	Aq Kupruk	36.08352	66.84029	AF	0
Zurmat		33.43778	69.02774	AF	0
Zaybāk	Zaybak	36.52947	71.3441	AF	0
Zīārat-e Shāh Maqşūd	Ziarat-e Shah Maqsud	31.9848	65.4736	AF	0
Zindah Jān	Zindah Jan	34.34264	61.74675	AF	10418
Zarghūn Shahr	Zarghun Shahr	32.84734	68.44573	AF	13737
Zaṟah Sharan	Zarah Sharan	33.14641	68.79213	AF	7366
Zaranj		30.95962	61.86037	AF	49851
Zamtō Kêlay	Zamto Kelay	32.3726	66.17708	AF	0
Yangī Qal‘ah	Yangi Qal'ah	37.46572	69.61131	AF	11100
Bāzār-e Yakāwlang	Bazar-e Yakawlang	34.73525	66.97379	AF	65000
Yaḩyá Khēl	Yahya Khel	32.93742	68.64622	AF	0
Wāshēr	Washer	32.25122	63.85553	AF	0
Tōrmay	Tormay	33.68847	68.40205	AF	0
Tūlak	Tulak	33.97509	63.72868	AF	0
Tītān	Titan	33.69032	63.86361	AF	0
Tīr Pul	Tir Pul	34.59431	61.26895	AF	6979
Taywarah		33.52118	64.42116	AF	0
Bāzār-e Tashkān	Bazar-e Tashkan	36.88168	70.27674	AF	0
Tarinkot		32.62998	65.87806	AF	10000
Taloqan		36.73605	69.53451	AF	64256
Tagāw-Bāy	Tagaw-Bay	35.69941	66.06164	AF	9096
Tagāb	Tagab	34.85501	69.64917	AF	6400
Markaz-e Ḩukūmat-e Sulţān-e Bakwāh	Markaz-e Hukumat-e Sultan-e Bakwah	32.24139	62.94936	AF	0
Spīn Bōldak	Spin Boldak	31.00575	66.40001	AF	0
Spērah	Sperah	33.20204	69.5152	AF	0
Sōzmah Qal‘ah	Sozmah Qal'ah	36.09916	66.20823	AF	0
Siyāhgird	Siyahgird	35.00553	68.85578	AF	0
S̲h̲ēwah	Shewah	34.57169	70.58859	AF	0
Shīnḏanḏ	Shindand	33.30294	62.1474	AF	29264
Shaykh Amīr Kêlay	Shaykh Amir Kelay	33.28744	69.91283	AF	0
Qāshqāl	Qashqal	35.03975	69.00685	AF	0
Shibirghān	Shibirghan	36.66757	65.7529	AF	55641
Shwāk	Shwak	33.42386	69.37684	AF	0
Shahr-e Şafā	Shahr-e Safa	31.80347	66.32376	AF	0
Shahrān	Shahran	36.97984	70.73928	AF	0
Shahrak		34.10737	64.3052	AF	15967
‘Alāqahdārī Shāh Jōy	'Alaqahdari Shah Joy	32.52154	67.41315	AF	0
Wulêswālī Sayyid Karam	Wuleswali Sayyid Karam	33.69056	69.36881	AF	0
Markaz-e Sayyidābād	Markaz-e Sayyidabad	34.00037	68.71346	AF	7301
Şayād	Sayad	36.13529	65.8297	AF	0
Sidqābād	Sidqabad	35.02298	69.35112	AF	7407
Sāyagaz	Sayagaz	32.56521	67.03324	AF	0
Sar-e Tayghān	Sar-e Tayghan	33.50998	65.67632	AF	0
Sarōbī	Sarobi	34.58962	69.76005	AF	0
Sar Kāṉī	Sar Kani	34.79023	71.10962	AF	0
Sarfirāz Kalā	Sarfiraz Kala	32.98333	67.96517	AF	0
Sar-e Pul		36.21544	65.93249	AF	52121
Sar Chakān	Sar Chakan	35.70177	65.23055	AF	0
Sangīn	Sangin	32.07275	64.8359	AF	13579
Sang-e Māshah	Sang-e Mashah	33.1396	67.44046	AF	0
Sang-e Chārak	Sang-e Charak	35.84972	66.43694	AF	15377
Sang Atesh		35.248	63.0044	AF	0
Sangar Sarāy	Sangar Saray	34.40744	70.63937	AF	0
Aībak	Aibak	36.26468	68.01551	AF	47823
Rū-ye Sang	Ru-ye Sang	35.31999	67.63387	AF	0
Rūdbār	Rudbar	30.15	62.6	AF	11034
Rustāq	Rustaq	37.12604	69.83045	AF	25636
Rabāţ-e Sangī-ye Pā’īn	Rabat-e Sangi-ye Pa'in	34.79951	62.13917	AF	0
Rāmak	Ramak	33.52234	68.6264	AF	0
Qurghān	Qurghan	36.91939	65.0649	AF	0
Quchanghī	Quchanghi	34.06183	66.27801	AF	0
Qaīşār	Qaisar	35.68747	64.29318	AF	0
Qarqīn	Qarqin	37.41853	66.04358	AF	15018
Qarghah’ī	Qarghah'i	34.55402	70.24292	AF	0
Qarchī Gak	Qarchi Gak	37.03999	66.78891	AF	8942
Qarāwul	Qarawul	37.21959	68.7802	AF	24544
Qarah Bāgh	Qarah Bagh	34.94023	61.77589	AF	12412
Qarah Bāgh	Qarah Bagh	33.19801	68.10798	AF	0
Qala i Naw		34.98735	63.12891	AF	9000
Qal‘ah-ye Kūf	Qal'ah-ye Kuf	38.04119	70.47298	AF	0
Qal‘ah-ye Kuhnah	Qal'ah-ye Kuhnah	32.61591	63.66681	AF	0
Qal‘ah-ye Shahr	Qal'ah-ye Shahr	35.54729	65.5676	AF	7756
Qalāt	Qalat	32.10575	66.90833	AF	12191
Qal‘ah-ye Shāhī	Qal'ah-ye Shahi	34.64921	70.5914	AF	0
Qādis	Qadis	34.8085	63.43003	AF	0
Pārūn	Parun	35.42064	70.92261	AF	1000
Pul-e Khumrī	Pul-e Khumri	35.94458	68.71512	AF	56369
Pul-e ‘Alam	Pul-e 'Alam	33.99529	69.02274	AF	13247
Pasnay		35.76664	65.76486	AF	0
Pāshmūl	Pashmul	31.5572	65.4343	AF	0
Pasāband	Pasaband	33.68956	64.8531	AF	0
Panjāb	Panjab	34.38795	67.02327	AF	13471
Paghmān	Paghman	34.58787	68.95091	AF	49157
Ōmnah	Omnah	32.90029	68.79627	AF	0
Ōbêh	Obeh	34.36972	63.17639	AF	0
Uruzgān	Uruzgan	32.92775	66.63253	AF	13388
Urgun		32.9515	69.1828	AF	0
Nūsay	Nusay	38.4435	70.80413	AF	0
Nūrgal	Nurgal	34.61341	70.76498	AF	0
Now Zād	Now Zad	32.40315	64.46959	AF	0
Nīlī	Nili	33.72178	66.13023	AF	30058
Nayak		34.73414	66.95292	AF	0
Nāyak	Nayak	32.5723	66.77403	AF	0
Now Dahānak	Now Dahanak	35.62398	70.00511	AF	0
Ōkak	Okak	33.89793	67.95652	AF	0
Nāṟay	Naray	35.21995	71.52284	AF	0
Narang		34.76009	71.04738	AF	0
Nīkêh	Nikeh	33.18934	69.27179	AF	0
Nahrīn	Nahrin	36.0649	69.13343	AF	22363
Ḩukūmat-e Nād ‘Alī	Hukumat-e Nad 'Ali	31.64286	64.23982	AF	0
Mūsá Qal‘ah	Musa Qal'ah	32.44565	64.74486	AF	0
Bala Murghab		35.58408	63.32886	AF	0
Muqêr	Muqer	32.82009	67.76934	AF	0
Muḩammad Āghah Wuluswālī	Muhammad Aghah Wuluswali	34.21422	69.10026	AF	0
Mīzān ‘Alāqahdārī	Mizan 'Alaqahdari	32.17635	66.51271	AF	0
Mīr Bachah Kōṯ	Mir Bachah Kot	34.74999	69.11899	AF	5405
Mīrān	Miran	34.22037	68.31259	AF	0
Mīrābād	Mirabad	30.43624	61.8383	AF	14160
Maymana		35.92139	64.78361	AF	75900
Maīdān Khūlah	Maidan Khulah	33.64916	69.7812	AF	0
Mingajik		37.0279	66.12817	AF	0
Mehtar Lām	Mehtar Lam	34.67139	70.20944	AF	17345
Mazār-e Sharīf	Mazar-e Sharif	36.70904	67.11087	AF	523300
Māymay	Maymay	38.40856	71.03839	AF	0
Mutā Khān	Muta Khan	33.24001	68.8663	AF	0
Mashhad		36.81665	70.10211	AF	0
Mardīān	Mardian	36.99252	66.29654	AF	0
Mandōl	Mandol	35.28403	70.17017	AF	0
Māmā Khēl	Mama Khel	34.24494	69.9968	AF	0
Lashkar Gāh	Lashkar Gah	31.59382	64.37161	AF	43934
Lāsh-e Juwayn	Lash-e Juwayn	31.71382	61.62272	AF	0
Larkird		35.48936	66.66409	AF	11635
La‘l	La'l	34.50141	66.27997	AF	0
Kushk		33.29565	61.95221	AF	16952
Rāẕay Balochi	Razay Balochi	31.46404	62.69955	AF	2000
Kōṯowāl	Kotowal	34.10319	70.46073	AF	0
Kushk-e Kuhnah		34.8711	62.54762	AF	0
Kuran wa Munjan		36.02866	70.77258	AF	0
Kunduz		36.72895	68.857	AF	161902
Khōshī	Khoshi	33.99916	69.21582	AF	0
Khōshāmand	Khoshamand	32.68567	68.23801	AF	0
Khwājah Ghār	Khwajah Ghar	37.06588	69.42126	AF	0
Khwājah Dū Kōh	Khwajah Du Koh	36.82881	65.62432	AF	0
Deh Khwāhān	Deh Khwahan	37.88965	70.21875	AF	0
Khulbisāt	Khulbisat	33.4948	70.00605	AF	0
Khūgyāṉī	Khugyani	31.56267	66.5814	AF	0
Khōst	Khost	33.33951	69.92041	AF	96123
Khulm		36.69736	67.69826	AF	64933
Khudāydād Khēl	Khudaydad Khel	35.17835	67.68758	AF	0
Khinjān	Khinjan	35.58908	68.90093	AF	0
Khinj		35.42898	69.73482	AF	0
Khāsh	Khash	31.52919	62.79055	AF	15133
Khān Neshīn	Khan Neshin	30.5488	63.7888	AF	25600
Khānaqāh	Khanaqah	36.62587	69.53695	AF	0
Chahār Bāgh	Chahar Bagh	37.00108	65.22392	AF	0
Khandūd	Khandud	36.95127	72.318	AF	5521
Khānaqāh	Khanaqah	36.86279	66.16656	AF	0
Khanabad		36.68304	69.11279	AF	71531
Khamyāb	Khamyab	37.5275	65.75833	AF	0
Khākirān	Khakiran	32.8385	67.07377	AF	0
Kaz̲h̲ah	Kazhah	34.24088	70.18274	AF	0
Kishk-e Nakhūd	Kishk-e Nakhud	31.62519	65.05511	AF	0
Karukh		34.48108	62.5863	AF	17484
Kanḏay	Kanday	34.9536	70.77897	AF	0
Kandahār	Kandahar	31.61332	65.71013	AF	523300
Kalān Deh	Kalan Deh	33.83676	68.40233	AF	0
Kalakān	Kalakan	34.78371	69.15001	AF	0
Kalafgān	Kalafgan	36.77226	69.94489	AF	0
Kajrān	Kajran	33.20357	65.47311	AF	0
Kā’ī	Ka'i	34.12819	70.71828	AF	0
Kabul		34.52813	69.17233	AF	4434550
Jurm		36.86477	70.83421	AF	23064
Jawand		35.06361	64.14917	AF	0
Jānī Khēl	Jani Khel	32.76315	68.39722	AF	0
Jalrēz	Jalrez	34.4708	68.65438	AF	0
Jalālābād	Jalalabad	34.42647	70.45153	AF	271900
Jabal os Saraj		35.11833	69.23778	AF	15032
Ḩukūmat-e Shīnkaī	Hukumat-e Shinkai	31.98303	67.33558	AF	0
Herāt	Herat	34.34817	62.19967	AF	574300
Ḩājī Khēl	Haji Khel	35.10922	69.43341	AF	0
Ḩāfiz̧ Moghul	Hafiz Moghul	37.05643	70.40061	AF	0
Ḩāfiz̧ān	Hafizan	34.28665	70.37247	AF	0
Guz̄arah	Guzarah	34.21223	62.21235	AF	0
Gōshtah	Goshtah	34.35822	70.76264	AF	0
Gōmal Kêlay	Gomal Kelay	32.50989	68.85598	AF	0
‘Alāqahdārī Gēlān	'Alaqahdari Gelan	32.72692	67.63696	AF	0
Ghōriyān	Ghoriyan	34.3448	61.49321	AF	0
Ghormach		35.73062	63.78264	AF	30000
Ghurayd Gharamē	Ghurayd Gharame	36.5222	70.79063	AF	0
Ghazni		33.55391	68.42096	AF	141000
Gereshk		31.82089	64.57005	AF	43588
Gardez		33.59744	69.22592	AF	103601
Fayzabad		37.11664	70.58002	AF	44421
Faīẕābād	Faizabad	36.82091	66.45921	AF	0
Fayẕābād	Fayzabad	36.29111	64.86222	AF	0
Qal‘ah-ye Fārsī	Qal'ah-ye Farsi	33.78529	63.24735	AF	0
Farkhār	Farkhar	36.57288	69.85783	AF	10480
Farah		32.37451	62.11638	AF	43561
Istālif	Istalif	34.83268	69.07756	AF	41413
Eslam Qaleh		34.66667	61.06667	AF	18086
Islām Chumgar	Islam Chumgar	37.3011	66.46181	AF	5000
Injīl	Injil	34.30157	62.2465	AF	0
Imām Şāḩib	Imam Sahib	37.18897	68.93644	AF	9659
Dōshī	Doshi	35.60918	68.68473	AF	0
Dowlatyār	Dowlatyar	34.55132	65.79302	AF	0
Dowlat Shāh	Dowlat Shah	34.9504	70.07102	AF	0
Dowlatābād	Dowlatabad	36.98821	66.82069	AF	0
Dowlatābād	Dowlatabad	36.43259	64.92071	AF	0
Dū Qal‘ah	Du Qal'ah	32.14237	61.4469	AF	0
Dūāb	Duab	35.56277	67.82191	AF	0
Dê Nārkhēl Kêlay	De Narkhel Kelay	32.43205	65.63484	AF	0
Dehī	Dehi	35.95806	67.27998	AF	0
Deh-e Şalāḩ	Deh-e Salah	35.69031	69.31511	AF	0
Deh-e Now		34.74767	69.04784	AF	0
Dehdādī	Dehdadi	36.66319	66.99339	AF	0
Dwah Manḏay	Dwah Manday	33.28159	69.58531	AF	0
Dasht-e Qal‘ah	Dasht-e Qal'ah	37.1539	69.4435	AF	0
Dasht-e Qal‘ah	Dasht-e Qal'ah	33.02978	63.8395	AF	0
Dasht-e Archī	Dasht-e Archi	37.13333	69.16667	AF	8263
Darzāb	Darzab	35.97744	65.37828	AF	9642
Markaz-e Ḩukūmat-e Darwēshān	Markaz-e Hukumat-e Darweshan	31.13231	64.1934	AF	9012
Darqad		37.38414	69.45294	AF	0
Darāyim	Darayim	36.86667	70.38333	AF	0
Dāngām	Dangam	34.99249	71.41935	AF	0
Ḏanḏar	Dandar	34.79095	69.47504	AF	0
Ḩukūmatī Dahanah-ye Ghōrī	Hukumati Dahanah-ye Ghori	35.90617	68.48869	AF	3307
Tsowkêy	Tsowkey	34.69246	70.92688	AF	0
Chīras	Chiras	35.41674	65.98234	AF	12779
Chīchkah	Chichkah	37.07045	69.29842	AF	8792
Chisht-e Sharīf	Chisht-e Sharif	34.34731	63.73966	AF	0
Chinār	Chinar	32.01583	65.10721	AF	0
Chimtāl	Chimtal	36.67818	66.80325	AF	0
Charkh		33.79712	68.93749	AF	0
Charikar		35.01361	69.17139	AF	53676
Dowr-e Rabāţ	Dowr-e Rabat	36.69132	68.79093	AF	0
Tsapêraī	Tsaperai	33.83003	69.9192	AF	0
Tsamkanī	Tsamkani	33.80298	69.81671	AF	0
Chakaray		34.34099	69.4377	AF	0
Chākarān	Chakaran	36.91112	71.0688	AF	0
Chahār Qal‘ah	Chahar Qal'ah	33.55267	68.29828	AF	0
Chahār Burj	Chahar Burj	34.24475	62.19165	AF	11935
Chāh Āb	Chah Ab	37.39773	69.81464	AF	0
Fayrōz Kōh	Fayroz Koh	34.51952	65.25093	AF	15000
Bulōlah	Bulolah	34.87706	68.0879	AF	0
Bal Chirāgh	Bal Chiragh	35.84026	65.2309	AF	0
Bāzār-e Tālah	Bazar-e Talah	35.39205	68.22317	AF	0
Muhmand Dara		34.24749	70.87218	AF	6835
Būrkah	Burkah	36.22242	69.15037	AF	0
Barg-e Matāl	Barg-e Matal	35.67283	71.34339	AF	0
Barakī	Baraki	33.93949	68.92201	AF	15000
Baraki Barak		33.96744	68.9492	AF	22305
Banū	Banu	35.63348	69.26019	AF	0
Bāmyān	Bamyan	34.82156	67.82734	AF	61863
Balkh		36.75635	66.8972	AF	114883
Bahārak	Baharak	37.00254	70.90664	AF	32551
Bagrāmī	Bagrami	34.49376	69.27427	AF	0
Bagrām	Bagram	34.96694	69.265	AF	113173
Baghlān	Baghlan	36.13068	68.70829	AF	108449
Ḩukūmatī Azrah	Hukumati Azrah	34.17355	69.64573	AF	12526
Ārt Khwājah	Art Khwajah	37.08571	69.47958	AF	18623
‘Alāqahdārī Aṯghar	'Alaqahdari Atghar	31.73506	67.3574	AF	0
Āsmār	Asmar	35.03333	71.35809	AF	15708
Ashkāsham	Ashkasham	36.68333	71.53333	AF	12120
Asadābād	Asadabad	34.87311	71.14697	AF	48400
Arghestān	Arghestan	31.55981	66.48926	AF	894
Aqcha		36.905	66.18341	AF	0
Andkhoy		36.95293	65.12376	AF	37900
’Unābah	'Unabah	35.23251	69.37719	AF	0
Anār Darah	Anar Darah	32.7587	61.65397	AF	10023
Amānzī	Amanzi	30.21144	66.04765	AF	0
‘Alāqahdārī-ye Almār	'Alaqahdari-ye Almar	35.84616	64.53074	AF	0
‘Alī Shēr ‘Alāqahdārī	'Ali Sher 'Alaqahdari	33.4362	70.06711	AF	0
Wuluswālī ‘Alīngār	Wuluswali 'Alingar	34.83529	70.3593	AF	0
‘Alī Khēl	'Ali Khel	33.94253	69.71908	AF	0
‘Alāqahdārī Yōsuf Khēl	'Alaqahdari Yosuf Khel	33.05195	68.65	AF	0
‘Alāqahdārī Dīshū	'Alaqahdari Dishu	30.43206	63.29802	AF	9196
Alah Sāy	Alah Say	34.8965	69.72049	AF	0
Pachīr wa Āgām	Pachir wa Agam	34.20011	70.27806	AF	0
Āfāqī	Afaqi	36.66172	69.35095	AF	0
Adraskan		33.64573	62.26959	AF	0
Āb-e Kamarī	Ab-e Kamari	35.08796	63.0678	AF	0
Khadīr	Khadir	33.92232	65.93398	AF	0
Ghulām ‘Alī	Ghulam 'Ali	34.95076	69.2287	AF	0
Qarah Bāgh Bāzār	Qarah Bagh Bazar	34.8529	69.17062	AF	0
Zargarān	Zargaran	34.78764	69.05878	AF	0
Surkh Bilandī	Surkh Bilandi	34.68474	69.02863	AF	0
Pul-e Sangī	Pul-e Sangi	34.59972	69.25993	AF	0
Langar		35.99474	68.05081	AF	0
Bāgh-e Maīdān	Bagh-e Maidan	35.22156	69.21397	AF	0
Ibrāhīm Khān	Ibrahim Khan	35.05352	69.25654	AF	0
Qaranghū Tōghaī	Qaranghu Toghai	37.21528	67.63972	AF	0
Bāzārak	Bazarak	35.31292	69.51519	AF	65000
Shērwānī-ye Bālā	Sherwani-ye Bala	35.01468	69.59934	AF	0
Kirāmān	Kiraman	35.2973	69.68125	AF	0
‘Alāqahdārī Saṟōbī	'Alaqahdari Sarobi	32.79331	69.0866	AF	0
Zīṟūk ‘Alāqahdārī	Ziruk `Alaqahdari	33.15806	69.31278	AF	0
Kushkak		32.28991	61.52194	AF	0
Khayr Kōṯ	Khayr Kot	32.85355	68.44971	AF	0
Chowṉêy	Chowney	33.38278	66.27233	AF	0
Wuṯahpūr	Wutahpur	34.91914	71.09863	AF	0
Karbōṟī	Karbori	34.96597	71.2746	AF	0
Sulţānpūr-e ‘Ulyā	Sultanpur-e 'Ulya	34.41204	70.29634	AF	0
Bābā Şāḩib	Baba Sahib	31.66144	65.66098	AF	0
Chandal Bā’ī	Chandal Ba'i	34.58469	68.95524	AF	0
Dahan-e Jarf		34.92891	68.46273	AF	0
Maydanshakhr		34.39561	68.86618	AF	1600
Dū Laīnah	Du Lainah	34.15599	64.78566	AF	0
Qaram Qōl	Qaram Qol	36.83006	65.04299	AF	0
Pul-e Ḩişār	Pul-e Hisar	35.61794	69.47134	AF	0
Lab-Sar		36.02634	66.83799	AF	1068
Ţāqchah Khānah	Taqchah Khanah	36.61922	69.62805	AF	0
March		37.52845	70.4482	AF	0
Zīrakī	Ziraki	37.59233	70.55814	AF	0
‘Alīābād	`Aliabad	36.52115	68.89985	AF	0
Pas Pul		37.47355	70.61617	AF	0
Qal‘ah-ye Na‘īm	Qal'ah-ye Na'im	34.39951	69.16705	AF	0
Markaz-e Woluswalī-ye Āchīn	Markaz-e Woluswali-ye Achin	34.12583	70.70778	AF	15098
Māṉōgay	Manogay	34.99015	70.91302	AF	0
Stêr Giyān	Ster Giyan	32.97704	69.37308	AF	0
Sharan		33.17568	68.73045	AF	2200
Salām Khēl	Salam Khel	33.67067	69.32983	AF	0
Mazad		31.54576	62.73484	AF	4000
Willikies		17.08684	-61.7093	AG	1270
Vernons		17.09192	-61.77132	AG	564
Urlings		17.02687	-61.87618	AG	738
Tomlinson		17.11327	-61.80808	AG	808
Swetes		17.05037	-61.80091	AG	1837
Sea View Farm		17.08809	-61.80281	AG	792
Saint Johnston Village		17.11861	-61.827	AG	515
Saint John’s	Saint John's	17.12096	-61.84329	AG	51737
Potters Village		17.11337	-61.81962	AG	1433
Piggotts		17.11667	-61.8	AG	1878
Parham		17.09682	-61.77046	AG	969
Pares		17.08493	-61.75445	AG	575
Old Road		17.01682	-61.83579	AG	623
New Winthorpes		17.14575	-61.81344	AG	1266
Liberta		17.04141	-61.79052	AG	2560
Jennings		17.07779	-61.86582	AG	609
Herberts		17.094	-61.81403	AG	741
Grays Hill		17.10579	-61.84737	AG	542
Freetown		17.04791	-61.70332	AG	623
Freemans		17.07917	-61.7857	AG	860
Falmouth		17.02741	-61.78136	AG	619
English Harbour Town		17.01637	-61.7674	AG	778
Crosbies		17.16569	-61.82367	AG	788
Codrington		17.6394	-61.82437	AG	1325
Cedar Grove		17.16225	-61.8178	AG	789
Carlisle		17.13226	-61.80356	AG	831
Buckleys		17.07221	-61.81337	AG	801
Bolands		17.06565	-61.87466	AG	1657
Bendals		17.06807	-61.83604	AG	973
Barnes Hill		17.14227	-61.80788	AG	537
All Saints		17.06671	-61.79303	AG	2526
Jolly Harbour		17.06622	-61.88646	AG	855
Saint Clare		17.0847	-61.82318	AG	898
